id,route_id,direction_id,stop_id,order
12239,624,1,EE640,10
12584,633,1,EE640,23
1415,24,0,EE645,6
2585,39,1,EE645,31
12217,624,0,EE645,34
12539,633,0,EE645,6
1416,24,0,EE650,7
2586,39,1,EE650,32
12218,624,0,EE650,35
12540,633,0,EE650,7
1474,24,1,EE660,36
2510,39,0,EE660,42
12238,624,1,EE660,9
12583,633,1,EE660,22
1417,24,0,EE670,8
2587,39,1,EE670,33
12219,624,0,EE670,36
12541,633,0,EE670,8
1473,24,1,EE680,35
2509,39,0,EE680,41
12237,624,1,EE680,8
12582,633,1,EE680,21
1418,24,0,EE690,9
2588,39,1,EE690,34
12220,624,0,EE690,37
12553,633,0,EE690,20
1419,24,0,EE695,10
2589,39,1,EE695,35
12221,624,0,EE695,38
1472,24,1,EE698,34
2508,39,0,EE698,40
12236,624,1,EE698,7
12570,633,1,EE698,9
1471,24,1,EE700,33
2507,39,0,EE700,39
12569,633,1,EE700,8
670,12,0,EE705,50
1408,23,0,EE705,44
1420,24,0,EE705,11
1468,24,1,EE705,30
1726,28,0,EE705,15
2283,35,1,EE705,15
2590,39,1,EE705,36
12073,619,1,EE705,20
12222,624,0,EE705,39
12234,624,1,EE705,5
12338,630,1,EE705,15
12431,631,1,EE705,15
673,12,1,EE710,2
1366,23,0,EE710,2
1423,24,0,EE710,14
1470,24,1,EE710,32
1660,26,1,EE710,22
1792,28,1,EE710,35
2240,35,0,EE710,54
2506,39,0,EE710,38
12034,619,0,EE710,2
12224,624,0,EE710,41
12309,630,0,EE710,37
12402,631,0,EE710,30
894,15,1,EE725,3
1525,25,0,EE725,43
2538,39,0,EE725,70
895,15,1,EE728,4
1526,25,0,EE728,44
2539,39,0,EE728,71
890,15,0,EE730,50
1566,25,1,EE730,17
2651,39,1,EE730,97
896,15,1,EE735,5
1527,25,0,EE735,45
2540,39,0,EE735,72
889,15,0,EE740,49
1565,25,1,EE740,16
2650,39,1,EE740,96
888,15,0,EE745,48
1564,25,1,EE745,15
2649,39,1,EE745,95
887,15,0,EE750,47
1563,25,1,EE750,14
2648,39,1,EE750,94
674,12,1,EE766,3
1367,23,0,EE766,3
1424,24,0,EE766,15
1661,26,1,EE766,23
1793,28,1,EE766,36
2241,35,0,EE766,55
12035,619,0,EE766,3
12225,624,0,EE766,42
12310,630,0,EE766,38
12403,631,0,EE766,31
669,12,0,EE771,49
1407,23,0,EE771,43
1467,24,1,EE771,29
1725,28,0,EE771,14
2282,35,1,EE771,14
12072,619,1,EE771,19
12233,624,1,EE771,4
12337,630,1,EE771,14
12430,631,1,EE771,14
892,15,1,EE902,1
1421,24,0,EE902,12
1469,24,1,EE902,31
1524,25,0,EE902,42
2537,39,0,EE902,69
8815,222,1,EE902,1
8863,224,1,EE902,1
8911,225,1,EE902,1
8999,228,1,EE902,1
12235,624,1,EE902,6
1567,25,1,EE912,18
1727,28,0,EE912,16
671,12,0,EE922,51
891,15,0,EE922,51
1364,21,1,EE922,11
1409,23,0,EE922,45
1658,26,1,EE922,20
1790,28,1,EE922,33
1847,30,0,EE922,40
1937,31,1,EE922,25
1964,32,0,EE922,27
2042,33,0,EE922,52
2143,34,0,EE922,44
2238,35,0,EE922,52
2402,37,1,EE922,22
2434,38,0,EE922,32
2536,39,0,EE922,68
2819,42,0,EE922,34
8738,221,0,EE922,49
8814,222,0,EE922,26
8862,224,0,EE922,21
8910,225,0,EE922,30
8998,228,0,EE922,60
9082,231,0,EE922,26
9129,232,0,EE922,22
9186,233,0,EE922,34
9252,234,0,EE922,34
9317,235,0,EE922,28
9369,236,0,EE922,26
9426,237,0,EE922,29
12074,619,1,EE922,21
1341,21,0,EE932,1
1850,30,1,EE932,1
1889,31,0,EE932,1
1965,32,1,EE932,1
2093,33,1,EE932,48
2144,34,1,EE932,1
2284,35,1,EE932,16
2354,37,0,EE932,1
2435,38,1,EE932,1
2591,39,1,EE932,37
12339,630,1,EE932,16
12432,631,1,EE932,16
8739,221,1,EE942,1
9083,231,1,EE942,1
9130,232,1,EE942,1
9187,233,1,EE942,1
9253,234,1,EE942,1
9318,235,1,EE942,1
9370,236,1,EE942,1
9427,237,1,EE942,1
1659,26,1,EE972,21
1791,28,1,EE972,34
2239,35,0,EE972,53
11360,302,0,EE972,64
12033,619,0,EE972,1
12223,624,0,EE972,40
12308,630,0,EE972,36
12401,631,0,EE972,29
672,12,1,EE982,1
893,15,1,EE982,2
1365,23,0,EE982,1
1422,24,0,EE982,13
1620,26,0,EE982,8
2505,39,0,EE982,37
2592,39,1,EE982,38
2820,42,1,EE982,1
11363,302,1,EE982,2
1,1,0,EE990,1
26,1,1,EE995,13
1437,24,0,EF001,28
1806,28,1,EF001,49
2252,35,0,EF001,66
12133,622,0,EF001,51
12323,630,0,EF001,51
12416,631,0,EF001,44
1482,24,1,EF002,44
1713,28,0,EF002,2
2270,35,1,EF002,2
12135,622,1,EF002,2
12325,630,1,EF002,2
12418,631,1,EF002,2
1481,24,1,EF003,43
1712,28,0,EF003,1
2269,35,1,EF003,1
12134,622,1,EF003,1
12324,630,1,EF003,1
12417,631,1,EF003,1
1436,24,0,EF020,27
1805,28,1,EF020,48
2251,35,0,EF020,65
12132,622,0,EF020,50
12322,630,0,EF020,50
12415,631,0,EF020,43
1456,24,1,EF030,18
1714,28,0,EF030,3
2271,35,1,EF030,3
12136,622,1,EF030,3
12326,630,1,EF030,3
12419,631,1,EF030,3
1435,24,0,EF050,26
1804,28,1,EF050,47
2250,35,0,EF050,64
12131,622,0,EF050,49
12321,630,0,EF050,49
12414,631,0,EF050,42
1457,24,1,EF060,19
1715,28,0,EF060,4
2272,35,1,EF060,4
12137,622,1,EF060,4
12327,630,1,EF060,4
12420,631,1,EF060,4
1434,24,0,EF070,25
1803,28,1,EF070,46
2249,35,0,EF070,63
12130,622,0,EF070,48
12320,630,0,EF070,48
12413,631,0,EF070,41
1458,24,1,EF080,20
1716,28,0,EF080,5
2273,35,1,EF080,5
12138,622,1,EF080,5
12328,630,1,EF080,5
12421,631,1,EF080,5
1392,23,0,EF200,28
1393,23,0,EF220,29
1394,23,0,EF230,30
1395,23,0,EF250,31
1398,23,0,EF260,34
1377,23,0,EF265,13
1397,23,0,EF270,33
1378,23,0,EF280,14
1396,23,0,EF290,32
1379,23,0,EF300,15
1380,23,0,EF310,16
1381,23,0,EF315,17
1382,23,0,EF320,18
1383,23,0,EF330,19
1384,23,0,EF340,20
1385,23,0,EF360,21
1386,23,0,EF370,22
1387,23,0,EF380,23
1388,23,0,EF390,24
1389,23,0,EF400,25
1390,23,0,EF410,26
1391,23,0,EF420,27
8880,224,1,EF430,18
1438,24,0,EF440,29
1439,24,1,EF440,1
8842,224,0,EF440,1
1440,24,1,EF450,2
8843,224,0,EF450,2
8879,224,1,EF460,17
1441,24,1,EF470,3
8844,224,0,EF470,3
8878,224,1,EF480,16
1442,24,1,EF490,4
8845,224,0,EF490,4
1443,24,1,EF500,5
8846,224,0,EF500,5
8877,224,1,EF510,15
1444,24,1,EF520,6
8847,224,0,EF520,6
1445,24,1,EF530,7
8848,224,0,EF530,7
8876,224,1,EF540,14
1446,24,1,EF550,8
8849,224,0,EF550,8
1447,24,1,EF560,9
8850,224,0,EF560,9
8875,224,1,EF570,13
1448,24,1,EF580,10
8851,224,0,EF580,10
1449,24,1,EF590,11
8852,224,0,EF590,11
8874,224,1,EF600,12
8873,224,1,EF610,11
1450,24,1,EF620,12
8853,224,0,EF620,12
1451,24,1,EF630,13
8854,224,0,EF630,13
8872,224,1,EF640,10
8871,224,1,EF650,9
1452,24,1,EF660,14
8855,224,0,EF660,14
1453,24,1,EF670,15
8856,224,0,EF670,15
8870,224,1,EF680,8
1454,24,1,EF690,16
8857,224,0,EF690,16
8869,224,1,EF700,7
1455,24,1,EF710,17
8858,224,0,EF710,17
8868,224,1,EF720,6
8867,224,1,EF730,5
8859,224,0,EF740,18
1362,21,1,EF745,9
8860,224,0,EF745,19
8866,224,1,EF755,4
1344,21,0,EF855,4
1345,21,0,EF860,5
1346,21,0,EF862,6
1354,21,1,EF862,1
1347,21,0,EF865,7
1355,21,1,EF865,2
1353,21,0,EF870,13
1361,21,1,EF870,8
1352,21,0,EF872,12
1360,21,1,EF872,7
1351,21,0,EF875,11
1359,21,1,EF875,6
1348,21,0,EF880,8
1356,21,1,EF880,3
1349,21,0,EF882,9
1357,21,1,EF882,4
1350,21,0,EF885,10
1358,21,1,EF885,5
1846,30,0,EG001,39
1963,32,0,EG001,26
2041,33,0,EG001,51
2237,35,0,EG001,51
2401,37,1,EG001,21
2433,38,0,EG001,31
2504,39,0,EG001,36
1342,21,0,EG002,2
8864,224,1,EG002,2
12061,619,1,EG002,8
12048,619,0,EG003,16
1728,28,0,EG004,17
1890,31,0,EG004,2
12049,619,0,EG004,17
1343,21,0,EG005,3
8865,224,1,EG005,3
1851,30,1,EG006,2
1966,32,1,EG006,2
2094,33,1,EG006,49
2285,35,1,EG006,17
2355,37,0,EG006,2
2436,38,1,EG006,2
2593,39,1,EG006,39
1789,28,1,EG007,32
1936,31,1,EG007,24
12060,619,1,EG007,7
12062,619,1,EG010,9
1363,21,1,EG020,10
8861,224,0,EG020,20
12047,619,0,EG020,15
12063,619,1,EG030,10
12046,619,0,EG040,14
12045,619,0,EG045,13
685,12,1,EG050,14
658,12,0,EG060,38
686,12,1,EG070,15
657,12,0,EG080,37
687,12,1,EG090,16
688,12,1,EG100,17
656,12,0,EG110,36
689,12,1,EG120,18
690,12,1,EG125,19
655,12,0,EG130,35
654,12,0,EG135,34
691,12,1,EG140,20
653,12,0,EG150,33
692,12,1,EG160,21
693,12,1,EG170,22
652,12,0,EG180,32
1399,23,0,EG180,35
732,12,1,EG190,61
1376,23,0,EG190,12
731,12,1,EG200,60
1375,23,0,EG200,11
1374,23,0,EG220,10
1373,23,0,EG230,9
1372,23,0,EG240,8
1371,23,0,EG250,7
1400,23,0,EG260,36
1401,23,0,EG280,37
1402,23,0,EG310,38
1370,23,0,EG320,6
1403,23,0,EG330,39
1404,23,0,EG340,40
1369,23,0,EG350,5
1405,23,0,EG360,41
730,12,1,EG370,59
1368,23,0,EG370,4
1406,23,0,EG380,42
675,12,1,EG390,4
1425,24,0,EG390,16
1662,26,1,EG390,24
1794,28,1,EG390,37
12036,619,0,EG390,4
12121,622,0,EG390,39
12226,624,0,EG390,43
12311,630,0,EG390,39
12404,631,0,EG390,32
12554,633,0,EG390,21
668,12,0,EG400,48
729,12,1,EG400,58
1466,24,1,EG400,28
1619,26,0,EG400,7
1724,28,0,EG400,13
2281,35,1,EG400,13
12071,619,1,EG400,18
12146,622,1,EG400,13
12232,624,1,EG400,3
12336,630,1,EG400,13
12429,631,1,EG400,13
12568,633,1,EG400,7
676,12,1,EG410,5
1426,24,0,EG410,17
1663,26,1,EG410,25
1795,28,1,EG410,38
12037,619,0,EG410,5
12122,622,0,EG410,40
12227,624,0,EG410,44
12312,630,0,EG410,40
12405,631,0,EG410,33
12555,633,0,EG410,22
677,12,1,EG420,6
1427,24,0,EG420,18
1664,26,1,EG420,26
1796,28,1,EG420,39
2242,35,0,EG420,56
12038,619,0,EG420,6
12123,622,0,EG420,41
12228,624,0,EG420,45
12313,630,0,EG420,41
12406,631,0,EG420,34
12556,633,0,EG420,23
667,12,0,EG430,47
728,12,1,EG430,57
1465,24,1,EG430,27
1618,26,0,EG430,6
1723,28,0,EG430,12
2280,35,1,EG430,12
12070,619,1,EG430,17
12145,622,1,EG430,12
12231,624,1,EG430,2
12335,630,1,EG430,12
12428,631,1,EG430,12
12567,633,1,EG430,6
666,12,0,EG450,46
727,12,1,EG450,56
1464,24,1,EG450,26
1617,26,0,EG450,5
1722,28,0,EG450,11
2279,35,1,EG450,11
12069,619,1,EG450,16
12144,622,1,EG450,11
12230,624,1,EG450,1
12334,630,1,EG450,11
12427,631,1,EG450,11
12566,633,1,EG450,5
678,12,1,EG460,7
1428,24,0,EG460,19
1665,26,1,EG460,27
1797,28,1,EG460,40
2243,35,0,EG460,57
12039,619,0,EG460,7
12124,622,0,EG460,42
12229,624,0,EG460,46
12314,630,0,EG460,42
12407,631,0,EG460,35
12557,633,0,EG460,24
665,12,0,EG465,45
726,12,1,EG465,55
1463,24,1,EG465,25
1616,26,0,EG465,4
1721,28,0,EG465,10
2278,35,1,EG465,10
12068,619,1,EG465,15
12143,622,1,EG465,10
12333,630,1,EG465,10
12426,631,1,EG465,10
12565,633,1,EG465,4
1429,24,0,EG480,20
1666,26,1,EG480,28
1798,28,1,EG480,41
2244,35,0,EG480,58
12040,619,0,EG480,8
12125,622,0,EG480,43
12315,630,0,EG480,43
12408,631,0,EG480,36
12558,633,0,EG480,25
1430,24,0,EG500,21
1667,26,1,EG500,29
1799,28,1,EG500,42
2245,35,0,EG500,59
12041,619,0,EG500,9
12126,622,0,EG500,44
12316,630,0,EG500,44
12409,631,0,EG500,37
12559,633,0,EG500,26
1461,24,1,EG510,23
1614,26,0,EG510,2
1719,28,0,EG510,8
2276,35,1,EG510,8
12066,619,1,EG510,13
12141,622,1,EG510,8
12331,630,1,EG510,8
12424,631,1,EG510,8
12563,633,1,EG510,2
1431,24,0,EG520,22
1668,26,1,EG520,30
1800,28,1,EG520,43
2246,35,0,EG520,60
12042,619,0,EG520,10
12127,622,0,EG520,45
12317,630,0,EG520,45
12410,631,0,EG520,38
12560,633,0,EG520,27
1462,24,1,EG525,24
1615,26,0,EG525,3
1720,28,0,EG525,9
2277,35,1,EG525,9
12067,619,1,EG525,14
12142,622,1,EG525,9
12332,630,1,EG525,9
12425,631,1,EG525,9
12564,633,1,EG525,3
660,12,0,EG530,40
1460,24,1,EG530,22
1718,28,0,EG530,7
2275,35,1,EG530,7
12065,619,1,EG530,12
12140,622,1,EG530,7
12330,630,1,EG530,7
12423,631,1,EG530,7
683,12,1,EG540,12
1432,24,0,EG540,23
1669,26,1,EG540,31
1801,28,1,EG540,44
2247,35,0,EG540,61
12043,619,0,EG540,11
12128,622,0,EG540,46
12318,630,0,EG540,46
12411,631,0,EG540,39
12561,633,0,EG540,28
659,12,0,EG550,39
1459,24,1,EG550,21
1717,28,0,EG550,6
2274,35,1,EG550,6
12064,619,1,EG550,11
12139,622,1,EG550,6
12329,630,1,EG550,6
12422,631,1,EG550,6
684,12,1,EG560,13
1433,24,0,EG560,24
1802,28,1,EG560,45
2248,35,0,EG560,62
12044,619,0,EG560,12
12129,622,0,EG560,47
12319,630,0,EG560,47
12412,631,0,EG560,40
682,12,1,EG570,11
1613,26,0,EG570,1
1757,28,0,EG570,46
12183,622,1,EG570,50
12562,633,1,EG570,1
661,12,0,EG575,41
662,12,0,EG580,42
681,12,1,EG590,10
663,12,0,EG600,43
680,12,1,EG610,9
664,12,0,EG620,44
679,12,1,EG630,8
1729,28,0,EH002,18
11983,618,0,EH002,42
12050,619,0,EH002,18
13778,678,0,EH002,36
1787,28,1,EH004,30
11991,618,1,EH004,5
12058,619,1,EH004,5
13788,678,1,EH004,5
1730,28,0,EH006,19
11984,618,0,EH006,43
12051,619,0,EH006,19
13779,678,0,EH006,37
1786,28,1,EH008,29
11990,618,1,EH008,4
12057,619,1,EH008,4
13787,678,1,EH008,4
1785,28,1,EH009,28
11989,618,1,EH009,3
12056,619,1,EH009,3
13786,678,1,EH009,3
1784,28,1,EH010,27
11988,618,1,EH010,2
12055,619,1,EH010,2
13785,678,1,EH010,2
1783,28,1,EH012,26
11987,618,1,EH012,1
12054,619,1,EH012,1
12935,641,0,EH012,32
13094,648,0,EH012,33
13784,678,1,EH012,1
1731,28,0,EH015,20
11985,618,0,EH015,44
12052,619,0,EH015,20
13780,678,0,EH015,38
1732,28,0,EH016,21
13781,678,0,EH016,39
1733,28,0,EH019,22
12936,641,1,EH019,1
13095,648,1,EH019,1
13782,678,0,EH019,40
1734,28,0,EH020,23
11986,618,0,EH020,45
12053,619,0,EH020,21
12937,641,1,EH020,2
13096,648,1,EH020,2
13783,678,0,EH020,41
1782,28,1,EH040,25
1735,28,0,EH050,24
1736,28,0,EH060,25
1781,28,1,EH070,24
1737,28,0,EH080,26
1780,28,1,EH090,23
1738,28,0,EH100,27
1779,28,1,EH110,22
1778,28,1,EH120,21
1739,28,0,EH130,28
1777,28,1,EH140,20
1740,28,0,EH150,29
1741,28,0,EH160,30
12938,641,1,EH160,3
13097,648,1,EH160,3
1776,28,1,EH170,19
12934,641,0,EH170,31
13093,648,0,EH170,32
1742,28,0,EH180,31
12939,641,1,EH180,4
13098,648,1,EH180,4
1775,28,1,EH270,18
1744,28,0,EH280,33
1774,28,1,EH290,17
1745,28,0,EH300,34
1773,28,1,EH310,16
1746,28,0,EH320,35
1772,28,1,EH330,15
1747,28,0,EH340,36
1771,28,1,EH350,14
1748,28,0,EH360,37
1749,28,0,EH370,38
1770,28,1,EH380,13
1769,28,1,EH390,12
1580,25,1,EH400,31
12159,622,1,EH400,26
12944,641,1,EH400,9
13103,648,1,EH400,9
1510,25,0,EH410,28
1750,28,0,EH410,39
12106,622,0,EH410,24
12930,641,0,EH410,27
13089,648,0,EH410,28
1511,25,0,EH420,29
1751,28,0,EH420,40
12107,622,0,EH420,25
12931,641,0,EH420,28
13090,648,0,EH420,29
1579,25,1,EH430,30
1768,28,1,EH430,11
12158,622,1,EH430,25
12943,641,1,EH430,8
13102,648,1,EH430,8
1512,25,0,EH441,30
1752,28,0,EH441,41
12108,622,0,EH441,26
12932,641,0,EH441,29
13091,648,0,EH441,30
1578,25,1,EH450,29
1767,28,1,EH450,10
12157,622,1,EH450,24
12942,641,1,EH450,7
13101,648,1,EH450,7
1577,25,1,EH456,28
1766,28,1,EH456,9
12156,622,1,EH456,23
12941,641,1,EH456,6
13100,648,1,EH456,6
1513,25,0,EH458,31
1753,28,0,EH458,42
12109,622,0,EH458,27
12933,641,0,EH458,30
13092,648,0,EH458,31
1576,25,1,EH460,27
1765,28,1,EH460,8
12155,622,1,EH460,22
12940,641,1,EH460,5
13099,648,1,EH460,5
1514,25,0,EH480,32
1754,28,0,EH480,43
12110,622,0,EH480,28
1743,28,0,EH493,32
1807,28,1,EH493,50
1575,25,1,EH500,26
12154,622,1,EH500,21
1515,25,0,EH510,33
1755,28,0,EH510,44
12111,622,0,EH510,29
12113,622,0,EH525,31
1574,25,1,EH530,25
12153,622,1,EH530,20
1516,25,0,EH535,34
12112,622,0,EH535,30
1756,28,0,EH550,45
1758,28,1,EH550,1
1759,28,1,EH570,2
1760,28,1,EH590,3
1761,28,1,EH600,4
1762,28,1,EH620,5
1763,28,1,EH630,6
1764,28,1,EH650,7
8817,222,1,EH700,3
9000,228,1,EH700,2
8996,228,0,EH705,58
9001,228,1,EH710,3
8995,228,0,EH715,57
1891,31,0,EI020,3
11992,618,1,EI020,6
13789,678,1,EI020,6
1788,28,1,EI030,31
1935,31,1,EI030,23
12059,619,1,EI030,6
1892,31,0,EI040,4
11993,618,1,EI040,7
13790,678,1,EI040,7
1934,31,1,EI050,22
11982,618,0,EI050,41
13777,678,0,EI050,35
1893,31,0,EI060,5
11994,618,1,EI060,8
13791,678,1,EI060,8
1933,31,1,EI070,21
11981,618,0,EI070,40
13776,678,0,EI070,34
1932,31,1,EI080,20
11980,618,0,EI080,39
13775,678,0,EI080,33
1894,31,0,EI085,6
11995,618,1,EI085,9
13792,678,1,EI085,9
1931,31,1,EI090,19
11979,618,0,EI090,38
13774,678,0,EI090,32
1895,31,0,EI095,7
11996,618,1,EI095,10
13793,678,1,EI095,10
1930,31,1,EI100,18
11978,618,0,EI100,37
13773,678,0,EI100,31
1896,31,0,EI110,8
11997,618,1,EI110,11
13794,678,1,EI110,11
1929,31,1,EI140,17
11977,618,0,EI140,36
13772,678,0,EI140,30
1897,31,0,EI150,9
11998,618,1,EI150,12
13795,678,1,EI150,12
1898,31,0,EI160,10
11999,618,1,EI160,13
13796,678,1,EI160,13
1928,31,1,EI180,16
11976,618,0,EI180,35
13771,678,0,EI180,29
1899,31,0,EI190,11
12000,618,1,EI190,14
13797,678,1,EI190,14
1927,31,1,EI200,15
11975,618,0,EI200,34
13770,678,0,EI200,28
1900,31,0,EI210,12
12001,618,1,EI210,15
13798,678,1,EI210,15
1926,31,1,EI220,14
11974,618,0,EI220,33
13769,678,0,EI220,27
1901,31,0,EI230,13
12002,618,1,EI230,16
13799,678,1,EI230,16
1925,31,1,EI240,13
11973,618,0,EI240,32
13768,678,0,EI240,26
8887,225,0,EI241,7
8992,228,0,EI241,54
12637,634,1,EI241,6
12907,641,0,EI241,4
9004,228,1,EI242,6
11858,612,0,EI242,7
12089,622,0,EI242,7
12627,634,0,EI242,38
12643,634,1,EI242,12
12967,641,1,EI242,32
2100,34,0,EI244,1
2181,34,1,EI244,38
8888,225,0,EI244,8
8927,225,1,EI244,17
8993,228,0,EI244,55
11852,612,0,EI244,1
11927,612,1,EI244,35
12083,622,0,EI244,1
12177,622,1,EI244,44
12621,634,0,EI244,32
12638,634,1,EI244,7
12908,641,0,EI244,5
12961,641,1,EI244,26
2105,34,0,EI246,6
8893,225,0,EI246,13
8932,225,1,EI246,22
9003,228,1,EI246,5
11857,612,0,EI246,6
11932,612,1,EI246,40
12088,622,0,EI246,6
12182,622,1,EI246,49
12626,634,0,EI246,37
12642,634,1,EI246,11
12913,641,0,EI246,10
12966,641,1,EI246,31
2101,34,0,EI248,2
2182,34,1,EI248,39
8889,225,0,EI248,9
8928,225,1,EI248,18
8994,228,0,EI248,56
11853,612,0,EI248,2
11928,612,1,EI248,36
12084,622,0,EI248,2
12178,622,1,EI248,45
12622,634,0,EI248,33
12639,634,1,EI248,8
12909,641,0,EI248,6
12962,641,1,EI248,27
2180,34,1,EI249,37
8926,225,1,EI249,16
11926,612,1,EI249,34
12176,622,1,EI249,43
12620,634,0,EI249,31
12960,641,1,EI249,25
9002,228,1,EI250,4
2104,34,0,EI252,5
2185,34,1,EI252,42
8892,225,0,EI252,12
8931,225,1,EI252,21
11856,612,0,EI252,5
11931,612,1,EI252,39
12087,622,0,EI252,5
12181,622,1,EI252,48
12625,634,0,EI252,36
12912,641,0,EI252,9
12965,641,1,EI252,30
2103,34,0,EI257,4
2184,34,1,EI257,41
8891,225,0,EI257,11
8930,225,1,EI257,20
11855,612,0,EI257,4
11930,612,1,EI257,38
12086,622,0,EI257,4
12180,622,1,EI257,47
12624,634,0,EI257,35
12641,634,1,EI257,10
12911,641,0,EI257,8
12964,641,1,EI257,29
1587,25,1,EI260,38
11871,612,0,EI260,20
13109,648,1,EI260,15
2102,34,0,EI262,3
2183,34,1,EI262,40
8890,225,0,EI262,10
8929,225,1,EI262,19
11854,612,0,EI262,3
11929,612,1,EI262,37
12085,622,0,EI262,3
12179,622,1,EI262,46
12623,634,0,EI262,34
12640,634,1,EI262,9
12910,641,0,EI262,7
12963,641,1,EI262,28
1504,25,0,EI272,22
11914,612,1,EI272,22
13083,648,0,EI272,22
1586,25,1,EI280,37
13108,648,1,EI280,14
1505,25,0,EI290,23
8907,225,0,EI290,27
12101,622,0,EI290,19
12925,641,0,EI290,22
13084,648,0,EI290,23
1585,25,1,EI295,36
8913,225,1,EI295,3
12164,622,1,EI295,31
12948,641,1,EI295,13
13107,648,1,EI295,13
1506,25,0,EI300,24
12102,622,0,EI300,20
12926,641,0,EI300,23
13085,648,0,EI300,24
1584,25,1,EI305,35
12163,622,1,EI305,30
12947,641,1,EI305,12
13106,648,1,EI305,12
1507,25,0,EI310,25
12103,622,0,EI310,21
12927,641,0,EI310,24
13086,648,0,EI310,25
1583,25,1,EI320,34
12162,622,1,EI320,29
1508,25,0,EI330,26
12104,622,0,EI330,22
12928,641,0,EI330,25
13087,648,0,EI330,26
1582,25,1,EI340,33
12161,622,1,EI340,28
12946,641,1,EI340,11
13105,648,1,EI340,11
1509,25,0,EI351,27
12105,622,0,EI351,23
12929,641,0,EI351,26
13088,648,0,EI351,27
1581,25,1,EI360,32
12160,622,1,EI360,27
12945,641,1,EI360,10
13104,648,1,EI360,10
2169,34,1,EI390,26
8915,225,1,EI390,5
11916,612,1,EI390,24
12166,622,1,EI390,33
12610,634,0,EI390,21
12950,641,1,EI390,15
2117,34,0,EI395,18
8905,225,0,EI395,25
11869,612,0,EI395,18
12100,622,0,EI395,18
12654,634,1,EI395,23
12924,641,0,EI395,21
2168,34,1,EI400,25
8914,225,1,EI400,4
11915,612,1,EI400,23
12165,622,1,EI400,32
12609,634,0,EI400,20
12949,641,1,EI400,14
2118,34,0,EI405,19
8906,225,0,EI405,26
11870,612,0,EI405,19
12655,634,1,EI405,24
12676,635,0,EI405,1
2109,34,0,EI455,10
8897,225,0,EI455,17
11861,612,0,EI455,10
12092,622,0,EI455,10
12646,634,1,EI455,15
12916,641,0,EI455,13
2177,34,1,EI465,34
8923,225,1,EI465,13
11924,612,1,EI465,32
12174,622,1,EI465,41
12618,634,0,EI465,29
12958,641,1,EI465,23
2107,34,0,EI470,8
8895,225,0,EI470,15
11860,612,0,EI470,9
12091,622,0,EI470,9
12645,634,1,EI470,14
12915,641,0,EI470,12
2106,34,0,EI475,7
8894,225,0,EI475,14
11859,612,0,EI475,8
12090,622,0,EI475,8
12644,634,1,EI475,13
12914,641,0,EI475,11
2179,34,1,EI480,36
8925,225,1,EI480,15
11925,612,1,EI480,33
12175,622,1,EI480,42
12619,634,0,EI480,30
12959,641,1,EI480,24
6981,131,1,EI611,56
9067,231,0,EI611,11
11842,611,1,EI611,29
12385,631,0,EI611,13
13121,648,1,EI611,27
6863,131,0,EI612,25
9097,231,1,EI612,15
11784,611,0,EI612,8
12446,631,1,EI612,30
13069,648,0,EI612,8
6862,131,0,EI613,24
9096,231,1,EI613,14
11783,611,0,EI613,7
12445,631,1,EI613,29
13068,648,0,EI613,7
6982,131,1,EI615,57
9068,231,0,EI615,12
11843,611,1,EI615,30
12386,631,0,EI615,14
13122,648,1,EI615,28
6983,131,1,EI616,58
9069,231,0,EI616,13
11844,611,1,EI616,31
12387,631,0,EI616,15
13123,648,1,EI616,29
6861,131,0,EI618,23
9095,231,1,EI618,13
11782,611,0,EI618,6
12444,631,1,EI618,28
13067,648,0,EI618,6
6984,131,1,EI619,59
9070,231,0,EI619,14
11845,611,1,EI619,32
12388,631,0,EI619,16
13124,648,1,EI619,30
6985,131,1,EI620,60
9071,231,0,EI620,15
11846,611,1,EI620,33
12389,631,0,EI620,17
13125,648,1,EI620,31
6860,131,0,EI630,22
9094,231,1,EI630,12
11781,611,0,EI630,5
12443,631,1,EI630,27
13066,648,0,EI630,5
6986,131,1,EI640,61
9072,231,0,EI640,16
11847,611,1,EI640,34
12390,631,0,EI640,18
13126,648,1,EI640,32
6859,131,0,EI650,21
9093,231,1,EI650,11
11780,611,0,EI650,4
12442,631,1,EI650,26
13065,648,0,EI650,4
6858,131,0,EI660,20
9092,231,1,EI660,10
11779,611,0,EI660,3
12441,631,1,EI660,25
13064,648,0,EI660,3
6987,131,1,EI670,62
9073,231,0,EI670,17
11848,611,1,EI670,35
12391,631,0,EI670,19
13127,648,1,EI670,33
6857,131,0,EI680,19
9091,231,1,EI680,9
11778,611,0,EI680,2
12440,631,1,EI680,24
13063,648,0,EI680,2
6988,131,1,EI690,63
9074,231,0,EI690,18
11849,611,1,EI690,36
12392,631,0,EI690,20
13128,648,1,EI690,34
6856,131,0,EI700,18
9090,231,1,EI700,8
11777,611,0,EI700,1
12439,631,1,EI700,23
13062,648,0,EI700,1
6989,131,1,EI710,64
9075,231,0,EI710,19
11850,611,1,EI710,37
12393,631,0,EI710,21
13129,648,1,EI710,35
6855,131,0,EI720,17
9089,231,1,EI720,7
12438,631,1,EI720,22
6990,131,1,EI730,65
9076,231,0,EI730,20
11851,611,1,EI730,38
12394,631,0,EI730,22
13130,648,1,EI730,36
6854,131,0,EI740,16
9088,231,1,EI740,6
